X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type,Sidewalk_Width__ft_,Accessibility_Score,Sidewalk_Condition,Sidewalk_Material,Current_Shelter,Routes,Municipality_1,Neighborhood,created_user,created_date,last_edited_user,last_edited_date
-71.0525280003739,42.3727560004102,638607,Boat-Charlestown,,Charlestown,Charlestown - Charlestown Ferry,,Charlestown Ferry,42.372756,-71.052528,,"Pier 4, Boston, MA 02129",https://www.mbta.com/stops/Boat-Charlestown,,0,,1,Boston,,,4,,,,,,,,,DOT_ADMIN,2022/06/15 11:06:18+00,DOT_ADMIN,2022/06/15 11:06:18+00
-70.9304269998872,42.3197420004232,638608,Boat-George,,George's Island,George's Island - Hingham/Hull Ferry,,Hingham/Hull Ferry,42.319742,-70.930427,Boat-George,"George's Island, Boston, MA",https://www.mbta.com/stops/Boat-George,,0,,1,Boston,,,4,,,,,,,,,DOT_ADMIN,2022/06/15 11:06:18+00,DOT_ADMIN,2022/06/15 11:06:18+00
-70.9198440000702,42.2539559995986,638609,Boat-Hingham,,Hingham,Hingham - Hingham/Hull Ferry,,Hingham/Hull Ferry,42.253956,-70.919844,Boat-Hingham,"28 Shipyard Dr, Hingham, MA 02043",https://www.mbta.com/stops/Boat-Hingham,,0,,1,Hingham,,,4,,,,,,,,,DOT_ADMIN,2022/06/15 11:06:18+00,DOT_ADMIN,2022/06/15 11:06:18+00
-70.9202150004813,42.303251000026,638610,Boat-Hull,,Hull,Hull - Hingham/Hull Ferry,,Hingham/Hull Ferry,42.303251,-70.920215,Boat-Hull,"180 Main St, Hull, MA 02045",https://www.mbta.com/stops/Boat-Hull,,0,,1,Hull,,,4,,,,,,,,,DOT_ADMIN,2022/06/15 11:06:18+00,DOT_ADMIN,2022/06/15 11:06:18+00
-71.0419579994631,42.3658670001028,638611,Boat-Lewis,,Lewis Wharf,Lewis Wharf - East Boston Ferry,,East Boston Ferry,42.365867,-71.041958,Boat-Lewis,"65 Lewis St, Boston, MA 02128",https://www.mbta.com/stops/Boat-Lewis,,0,,1,Boston,,,4,,,,,,,,,DOT_ADMIN,2022/06/15 11:06:18+00,DOT_ADMIN,2022/06/15 11:06:18+00
-71.0273399996242,42.35978900027,638612,Boat-Logan,,Logan Airport Ferry Terminal,Logan Airport - Hingham/Hull Ferry,,Hingham/Hull Ferry,42.359789,-71.02734,Boat-Logan,"Harborside Dr, East Boston, MA 02128",https://www.mbta.com/stops/Boat-Logan,,0,,1,Boston,,,4,,,,,,,,,DOT_ADMIN,2022/06/15 11:06:18+00,DOT_ADMIN,2022/06/15 11:06:18+00
-71.0499759995731,42.3607949995689,638613,Boat-Long,,Long Wharf (North),Long Wharf (North) - Hingham/Hull Ferry,,Hingham/Hull Ferry,42.360795,-71.049976,Boat-Long,"Long Wharf near Christopher Columbus Park, Boston, MA 02110",https://www.mbta.com/stops/Boat-Long,,0,,1,Boston,,,4,,,,,,,,,DOT_ADMIN,2022/06/15 11:06:18+00,DOT_ADMIN,2022/06/15 11:06:18+00
-71.0504979996327,42.359448000016,638614,Boat-Long-South,,Long Wharf (South),Long Wharf (South) - Charlestown Ferry,,Charlestown Ferry,42.359448,-71.050498,Boat-Long,"Long Wharf near Old Atlantic Ave, Boston, MA 02110",https://www.mbta.com/stops/Boat-Long-South,,0,,1,Boston,,,4,,,,,,,,,DOT_ADMIN,2022/06/15 11:06:18+00,DOT_ADMIN,2022/06/15 11:06:18+00
-71.0498970005759,42.3557209997207,638615,Boat-Rowes,,Rowes Wharf,Rowes Wharf - Hingham/Hull Ferry,,Hingham/Hull Ferry,42.355721,-71.049897,Boat-Rowes,"60 Rowes Wharf, Boston, MA 02110",https://www.mbta.com/stops/Boat-Rowes,,0,,1,Boston,,,4,,,,,,,,,DOT_ADMIN,2022/06/15 11:06:18+00,DOT_ADMIN,2022/06/15 11:06:18+00
